PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,Balls,Strikes,PitchCall,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,PAofInning,PitchofPA,BatterTeam,Inning,Top/Bottom,Outs,AutoPitchType,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,HomeTeam,AwayTeam,Stadium,Level,League,GameID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallZAmb4,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
1,2025-11-15,13:01:17,"Sandefer, Russell",824531,Right,FLA_GAT,Undefined,0,0,StrikeCalled,Fastball,NA,NA,92.95352,-1.456687,-5.128993,2452.946566,231.7728,01:45:00,6.02348,3.3318,5.96038,-17.13769,15.52485,18.27584,3.23884,0.08597,84.187970000000007,-4.721703,-1.862531,0.411336,-10.85056,8.71335,-2.93373,50,5.89784,11.2546,-134.43937,-3.95375,-19.73426,30.847,-16.32676,0e5ef54f-9700-43c5-a4d4-ed1dcf158b8e,NA,NA,NA,NA,NA,812807,"Jones, Kyle",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16551370-c24d-11f0-a0a7-8d861a32580b,1,1,FLA_GAT,1,Top,0,Four-Seam,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251115-CondronBallpark-Private-2,91.63426,NA,NA,8.76555,NA,NA,NA,0da46085-2dd1-4a37-b86a-f3dac27fc572,2025-11-15,18:01:17,2025-11-15T18:01:17Z,2025-11-15T18:01:17Z,NA,v3,471297,471297,NA,"Malzone, Aj",1000352389,Right,FLA_GAT,54.53795,-135.47659,15.4235,6.02156,-3.40476,-8.16338,-3.32332,11.91816,-9.86713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-11-15,13:01:43,"Sandefer, Russell",824531,Right,FLA_GAT,Undefined,0,1,FoulBallNotFieldable,Fastball,NA,NA,94.42998,-0.920959,-4.344235,2517.164753,230.738444,01:45:00,5.92109,3.34016,5.91524,-14.93733,16.61154,19.02855,3.81905,0.88634,85.68115,-3.782541,-0.940131,0.404263,-11.01213,9.08646,-3.00228,50,5.83863,9.54084,-136.79536,-2.65344,-20.77847,31.37102,-15.02901,cdc61261-dc3b-4ebf-af12-ada9b4d3e2d9,NA,NA,NA,NA,NA,812807,"Jones, Kyle",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26000050-c24d-11f0-a0a7-8d861a32580b,1,2,FLA_GAT,1,Top,0,Four-Seam,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251115-CondronBallpark-Private-2,93.23752,NA,NA,8.74882,NA,NA,NA,0da46085-2dd1-4a37-b86a-f3dac27fc572,2025-11-15,18:01:43,2025-11-15T18:01:43Z,2025-11-15T18:01:43Z,NA,v3,471297,471297,NA,"Malzone, Aj",1000352389,Right,FLA_GAT,54.58428,-137.84265,15.68551,5.91884,-2.15172,-7.5145,-3.33238,10.23451,-10.38923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-11-15,13:02:57,"Sandefer, Russell",824531,Right,FLA_GAT,Undefined,0,2,BallCalled,Fastball,NA,NA,93.61506,-0.749667,-6.456434,2483.832912,232.006417,01:45:00,5.93301,3.37029,5.54254,-16.99836,15.7204,18.7193,3.81134,-1.12951,84.93982,-3.958042,-3.150574,0.411689,-11.21627,8.45323,-2.8211,50,5.85657,14.40394,-135.07843,-2.34081,-20.69794,29.75945,-16.57485,178db0ec-827a-443a-b2a5-b6053d613136,NA,NA,NA,NA,NA,812807,"Jones, Kyle",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51f052a0-c24d-11f0-a0a7-8d861a32580b,1,3,FLA_GAT,1,Top,0,Four-Seam,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251115-CondronBallpark-Private-2,91.55552,NA,NA,8.67524,NA,NA,NA,0da46085-2dd1-4a37-b86a-f3dac27fc572,2025-11-15,18:02:57,2025-11-15T18:02:57Z,2025-11-15T18:02:57Z,NA,v3,471297,471297,NA,"Malzone, Aj",1000352389,Right,FLA_GAT,54.95603,-136.16593,14.87972,5.93104,-1.73512,-8.28742,-3.36128,15.16031,-10.34897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-11-15,13:03:10,"Sandefer, Russell",824531,Right,FLA_GAT,Undefined,1,2,BallinDirt,Slider,NA,NA,82.09079,-1.68563,-3.022481,2865.067345,65.216707,08:15:00,5.652,3.44518,5.46828,-45.33302,-2.99654,-9.34016,0.29406,-0.16447,75.75859,-9.881439,-4.685632,0.468305,3.88091,-0.69461,-3.17245,50,5.47224,6.65526,-119.02104,-5.098,5.54547,23.66842,-33.16659,b58824cd-0d5d-4ad1-b31c-e82b8b3bb8c2,NA,NA,NA,NA,NA,812807,"Jones, Kyle",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59f53d80-c24d-11f0-a0a7-8d861a32580b,1,4,FLA_GAT,1,Top,0,Slider,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251115-CondronBallpark-Private-2,80.48695,NA,NA,6.3322,NA,NA,NA,0da46085-2dd1-4a37-b86a-f3dac27fc572,2025-11-15,18:03:10,2025-11-15T18:03:10Z,2025-11-15T18:03:10Z,NA,v3,471297,471297,NA,"Malzone, Aj",1000352389,Right,FLA_GAT,55.03299,-120.01772,11.83421,5.65751,-3.70135,-16.5833,-3.44779,6.42174,2.77274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-11-15,13:03:26,"Sandefer, Russell",824531,Right,FLA_GAT,Undefined,2,2,InPlay,Slider,NA,NA,82.98119,0.242807,-2.676766,2784.267825,84.654621,08:45:00,5.61015,3.69501,5.37928,-41.14278,0.23988,-10.84985,2.40945,0.27974,76.35166,-7.242602,-4.602416,0.463,4.75095,0.38425,-3.44721,50,5.60257,6.07208,-120.40712,-0.95549,6.97361,23.41248,-31.61006,d2f7de09-be49-4118-b23c-35a824aa4d5f,NA,NA,NA,NA,-23.204156,812807,"Jones, Kyle",1753.278584,NA,95.24744,Right,0.003204,NA,NA,NA,55.69421,49.17695,0.405061,-23.968997,1.87454,2.52557,-0.31679,NA,NA,NA,NA,NA,6324ecc0-c24d-11f0-a0a7-8d861a32580b,1,5,FLA_GAT,1,Top,0,Slider,Undefined,GroundBall,Single,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251115-CondronBallpark-Private-2,81.4092,2.52557,NA,6.62953,NA,NA,NA,0da46085-2dd1-4a37-b86a-f3dac27fc572,2025-11-15,18:03:26,2025-11-15T18:03:26Z,2025-11-15T18:03:26Z,GroundBall,v3,471297,471297,NA,"Malzone, Aj",1000352389,Right,FLA_GAT,55.12167,-121.39891,11.70624,5.61468,0.38357,-15.80503,-3.69817,5.77667,3.4868,91.103619,1.88306,128.11486,-17.63872,NA,NA,NA,NA,NA,NA,2.52904,-0.10634,-15.17197,NA,NA,NA,NA,NA,NA,-0.31486,-55.10564,0.05374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.10618,11.18486,-20.47192
6,2025-11-15,13:04:04,"Sandefer, Russell",824531,Right,FLA_GAT,Undefined,0,0,InPlay,Cutter,NA,NA,90.46033,-1.193664,-4.365853,2600.005907,226.493842,01:30:00,5.81748,3.5094,5.86592,-26.30974,7.80741,7.15528,2.51278,0.0422,83.28118,-6.059292,-3.087393,0.420395,-4.82252,4.60827,-3.15938,50,5.70507,9.71286,-131.13986,-3.65022,-8.45113,26.09356,-24.09837,92d49822-5d74-4735-9657-311880973fb6,NA,NA,NA,NA,17.968617,803734,"Yost, Hayden",5234.184664,NA,92.45814,Left,57.391642,108.25172,155.15336,19.53354,211.18575,205.51181,6.31397,6.763405,1.7218,2.69228,-0.07256,NA,NA,NA,NA,NA,79e4bf30-c24d-11f0-a0a7-8d861a32580b,2,1,FLA_GAT,1,Top,0,Cutter,Undefined,FlyBall,Single,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251115-CondronBallpark-Private-2,89.65953,159.47255,NA,7.17915,NA,NA,NA,0da46085-2dd1-4a37-b86a-f3dac27fc572,2025-11-15,18:04:04,2025-11-15T18:04:04Z,2025-11-15T18:04:04Z,FlyBall,v3,471297,471297,NA,"Malzone, Aj",1000352389,Right,FLA_GAT,54.63461,-132.05881,13.04678,5.81867,-2.80153,-12.04919,-3.50669,10.01049,-4.22557,166.683303,1.7361,69.26779,-18.5129,4.16999,-0.22842,-0.1549,0.04656,-0.0054,2.3e-4,2.67399,114.49322,-26.6786,3.56358,-0.949,0.2101,-0.02851,0.00184,-4e-5,-0.07071,22.49777,-11.2973,3.24611,-0.48284,-0.00177,0.01419,-0.00216,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-11-15,13:04:50,"Sandefer, Russell",824531,Right,FLA_GAT,Undefined,0,0,FoulBallNotFieldable,Fastball,NA,NA,90.31984,-0.993491,-4.448803,2654.899933,218.796812,01:15:00,5.77877,3.50729,5.90783,-26.31242,7.82422,5.48504,2.66103,-0.17335,83.23906,-5.861213,-3.468498,0.42051500000000003,-3.97008,4.5678,-3.15269,50,5.68361,9.95984,-130.9468,-3.18036,-6.945,25.7102,-24.18342,0a91b5d8-2cd5-4666-bce6-d88b7c42de94,NA,NA,NA,NA,155.225994,803724,"McDonald, Caden",4719.137055,NA,74.39852,Right,38.116869,NA,NA,NA,NA,46.49826,NA,NA,1.63232,2.39626,0.05038,NA,NA,NA,NA,NA,957e0620-c24d-11f0-a0a7-8d861a32580b,3,1,FLA_GAT,1,Top,0,Four-Seam,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251115-CondronBallpark-Private-2,89.63396,32.77574,NA,7.08078,NA,NA,NA,0da46085-2dd1-4a37-b86a-f3dac27fc572,2025-11-15,18:04:50,2025-11-15T18:04:50Z,2025-11-15T18:04:50Z,NA,v3,471297,471297,NA,"Malzone, Aj",1000352389,Right,FLA_GAT,54.59255,-131.84542,12.8551,5.78,-2.33511,-12.09171,-3.50505,10.20259,-3.4725,314.238351,1.63232,-77.9478,3.24343,1.08629,-0.40163,0.19807,-0.03871,-0.1798,0.18661,2.39626,67.35481,-29.14054,4.10975,-0.93281,0.21463,0.19467,-0.60411,0.46065,0.05038,35.97406,-12.02132,1.57573,-0.29376,0.006,0.18379,-0.38207,0.26426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-11-15,13:05:16,"Sandefer, Russell",824531,Right,FLA_GAT,Undefined,0,1,BallinDirt,Slider,NA,NA,82.95211,-1.283925,-5.870121,2837.553358,81.712499,08:45:00,5.57597,3.69863,5.36836,-43.32518,-0.62646,-14.81461,0.75515,-3.05922,75.30897,-9.115538,-8.476717,0.470304,5.38075,0.63476,-3.15979,50,5.43011,12.91946,-119.53127,-4.25094,7.61558,27.70792,-31.27565,4a1bf49a-1bcf-4e7d-a787-1a374810a330,NA,NA,NA,NA,NA,803724,"McDonald, Caden",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a4c04620-c24d-11f0-a0a7-8d861a32580b,3,2,FLA_GAT,1,Top,0,Slider,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251115-CondronBallpark-Private-2,80.14482,NA,NA,7.64314,NA,NA,NA,0da46085-2dd1-4a37-b86a-f3dac27fc572,2025-11-15,18:05:16,2025-11-15T18:05:16Z,2025-11-15T18:05:16Z,NA,v3,471297,471297,NA,"Malzone, Aj",1000352389,Right,FLA_GAT,55.12801,-120.71412,13.85396,5.58308,-2.91578,-15.63783,-3.70438,12.59435,3.80779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-11-15,13:05:45,"Sandefer, Russell",824531,Right,FLA_GAT,Undefined,1,1,BallCalled,Cutter,NA,NA,89.09909,-1.687343,-5.337417,2577.531071,175.800229,11:45:00,5.79161,3.39266,5.91677,-24.0369,11.40788,-0.75579,2.21533,-1.63809,81.65518,-6.151939,-5.472052,0.428497,-1.09976,6.66197,-2.9634,50,5.64215,12.06919,-128.84633,-4.59625,-1.84889,26.75683,-20.97429,c4d44f6f-ddf3-4d8d-83d9-96f2510d11c7,NA,NA,NA,NA,NA,803724,"McDonald, Caden",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b5f4b930-c24d-11f0-a0a7-8d861a32580b,3,3,FLA_GAT,1,Top,0,Cutter,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251115-CondronBallpark-Private-2,87.96437,NA,NA,7.44392,NA,NA,NA,0da46085-2dd1-4a37-b86a-f3dac27fc572,2025-11-15,18:05:45,2025-11-15T18:05:45Z,2025-11-15T18:05:45Z,NA,v3,471297,471297,NA,"Malzone, Aj",1000352389,Right,FLA_GAT,54.58137,-129.79423,13.37842,5.79182,-3.85321,-10.48714,-3.39213,12.13469,-0.92445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-11-15,13:06:04,"Sandefer, Russell",824531,Right,FLA_GAT,Undefined,2,1,InPlay,Fastball,NA,NA,93.53722,-1.340295,-5.887843,2510.617506,237.276985,02:00:00,5.96561,3.44485,5.65165,-19.46749,13.65658,19.26127,3.08639,-0.46092,83.64551,-5.02613,-2.471614,0.414232,-11.71493,7.72378,-2.95672,50,5.83941,13.01358,-134.87992,-3.82437,-21.17048,34.54272,-18.21608,30afcd5d-8ff0-41d7-ae7d-52a2d12bc41f,NA,NA,NA,NA,-5.830568,803724,"McDonald, Caden",2835.28974,NA,105.37371,Right,12.612794,109.51,17.15611,-10.37073,220.79533,220.79533,1.886321,-5.013339,1.42527,3.18868,0.38959,NA,NA,NA,NA,NA,c1581150-c24d-11f0-a0a7-8d861a32580b,3,4,FLA_GAT,1,Top,0,Sinker,Undefined,LineDrive,Single,0,1,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251115-CondronBallpark-Private-2,90.9936,17.19115,NA,9.89172,NA,NA,NA,0da46085-2dd1-4a37-b86a-f3dac27fc572,2025-11-15,18:06:04,2025-11-15T18:06:04Z,2025-11-15T18:06:04Z,LineDrive,v3,471297,471297,NA,"Malzone, Aj",1000352389,Right,FLA_GAT,54.84552,-136.1152,17.27136,5.96452,-3.17295,-9.10804,-3.43563,13.77066,-10.58524,46.182189,1.42528,150.03802,-26.22397,6.29929,-1.5475,0.37032,-0.08121,0.0131,-0.00107,3.18868,33.74724,-22.07771,2.42807,-0.51047,0.10806,-0.02095,0.00333,-2.7e-4,0.38959,-15.3212,2.58402,0.20036,-0.18594,0.06661,-0.01721,0.00304,-2.7e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.74885,18.96837,-14.13962
