PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,Balls,Strikes,PitchCall,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,PAofInning,PitchofPA,BatterTeam,Inning,Top/Bottom,Outs,AutoPitchType,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,HomeTeam,AwayTeam,Stadium,Level,League,GameID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallZAmb4,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
51,2025-11-18,14:47:42,"Walls, Cooper",1000359463,Right,FLA_GAT,Undefined,3,0,BallCalled,Slider,NA,NA,81.79787,1.618188,1.984357,2545.309152,74.681204,08:30:00,6.57086,0.90968,4.08189,-48.02609,-2.73697,-15.86465,4.12362,1.49352,73.93789,-6.967373,-0.770238,0.48436,8.15906,-1.30256,-1.11387,50,6.70056,-3.33301,-118.26175,1.32226,11.41719,25.06345,-33.99674,7e8020a5-d7a6-4a26-8987-b3f883b3f567,NA,NA,NA,NA,NA,804285,"Jenkins, Matthew",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71ad08b0-c4b7-11f0-a0a7-8d861a32580b,14,4,FLA_GAT,1,Top,0,Slider,Walk,Undefined,Undefined,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251118-CondronBallpark-Private-1,77.81903,NA,NA,7.85998,NA,NA,NA,e23113fc-8e26-4be4-93a0-33f22208c62f,2025-11-18,19:47:42,2025-11-18T19:47:42Z,2025-11-18T19:47:42Z,NA,v3,471297,471297,NA,"Stanford, Cole",1000098001,Right,FLA_GAT,56.41589,-119.61376,12.53172,6.57977,3.15615,-16.99837,-0.91746,-3.94889,5.7086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,2025-11-18,14:48:06,"Walls, Cooper",1000359463,Right,FLA_GAT,Undefined,0,0,StrikeCalled,ChangeUp,NA,NA,83.85402,-2.388061,-1.27706,1673.320679,224.655117,01:30:00,6.47742,1.07582,4.82768,-28.87167,12.6889,11.16839,1.80794,0.79686,76.67096,-7.654751,0.690456,0.463994,-5.89441,7.34134,-0.95945,50,6.21624,2.21199,-121.46603,-6.12452,-8.77612,24.55215,-21.24367,bab03c23-a5b1-443d-9919-5ed30d82115d,NA,NA,NA,NA,NA,804285,"Jenkins, Matthew",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80611270-c4b7-11f0-a0a7-8d861a32580b,15,1,FLA_GAT,1,Top,0,Changeup,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251118-CondronBallpark-Private-1,81.23479,NA,NA,7.18306,NA,NA,NA,e23113fc-8e26-4be4-93a0-33f22208c62f,2025-11-18,19:48:06,2025-11-18T19:48:06Z,2025-11-18T19:48:06Z,NA,v3,471297,471297,NA,"Stanford, Cole",1000098001,Right,FLA_GAT,55.67079,-122.60692,12.27608,6.4779,-5.13738,-10.62184,-1.07171,2.6198,-4.38806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,2025-11-18,14:48:18,"Walls, Cooper",1000359463,Right,FLA_GAT,Undefined,0,1,BallCalled,Slider,NA,NA,81.61456,-1.031761,2.165864,2506.062688,74.355982,08:30:00,6.62521,0.99221,4.15253,-48.16636,-3.00032,-16.20812,1.62123,1.71925,74.58321,-9.589976,-0.658589,0.483702,8.41953,-0.65941,-1.21417,50,6.45953,-3.705,-118.10699,-4.1328,11.79841,24.15873,-33.09809,2b30e7d0-5d14-44ba-8499-b2642f3b223a,NA,NA,NA,NA,NA,804285,"Jenkins, Matthew",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8708de50-c4b7-11f0-a0a7-8d861a32580b,15,2,FLA_GAT,1,Top,0,Slider,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251118-CondronBallpark-Private-1,77.92498,NA,NA,7.03135,NA,NA,NA,e23113fc-8e26-4be4-93a0-33f22208c62f,2025-11-18,19:48:18,2025-11-18T19:48:18Z,2025-11-18T19:48:18Z,NA,v3,471297,471297,NA,"Stanford, Cole",1000098001,Right,FLA_GAT,56.3468,-119.39817,12.07936,6.63314,-2.36386,-16.54905,-0.9993,-4.33557,5.89921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,2025-11-18,14:48:33,"Walls, Cooper",1000359463,Right,FLA_GAT,Undefined,1,1,BallCalled,TwoSeamFastBall,NA,NA,91.34085,-2.280004,-0.487162,2329.379356,229.322745,01:45:00,6.62863,0.80341,5.0324,-23.62962,11.06316,11.5578,2.50713,1.30692,83.48308,-6.615429,1.556368,0.423927,-5.87059,6.47359,-0.76657,50,6.3921,0.57269,-132.40816,-6.18505,-10.40055,28.81437,-20.70521,32d076bf-3674-42dd-a12b-60a6becdcd8d,NA,NA,NA,NA,NA,804285,"Jenkins, Matthew",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905fc4a0-c4b7-11f0-a0a7-8d861a32580b,15,3,FLA_GAT,1,Top,0,Sinker,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251118-CondronBallpark-Private-1,88.91262,NA,NA,7.85777,NA,NA,NA,e23113fc-8e26-4be4-93a0-33f22208c62f,2025-11-18,19:48:33,2025-11-18T19:48:33Z,2025-11-18T19:48:33Z,NA,v3,471297,471297,NA,"Stanford, Cole",1000098001,Right,FLA_GAT,55.46579,-133.59232,14.40719,6.6288,-5.33415,-10.35261,-0.79889,1.00011,-5.20028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,2025-11-18,14:48:57,"Walls, Cooper",1000359463,Right,FLA_GAT,Undefined,2,1,BallCalled,ChangeUp,NA,NA,84.78201,-1.589451,-0.956999,1688.049439,226.82161,01:30:00,6.59797,0.99507,4.82729,-28.88202,11.82469,11.13418,2.68523,1.01649,77.25033,-6.871508,1.004119,0.459203,-5.74788,6.69489,-0.91026,50,6.41611,1.54216,-122.83066,-4.48269,-8.73368,25.56329,-22.00147,655b5e56-1d55-443b-98e0-bde04aac5cb9,NA,NA,NA,NA,NA,804285,"Jenkins, Matthew",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e505750-c4b7-11f0-a0a7-8d861a32580b,15,4,FLA_GAT,1,Top,0,Changeup,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251118-CondronBallpark-Private-1,82.08234,NA,NA,7.53168,NA,NA,NA,e23113fc-8e26-4be4-93a0-33f22208c62f,2025-11-18,19:48:57,2025-11-18T19:48:57Z,2025-11-18T19:48:57Z,NA,v3,471297,471297,NA,"Stanford, Cole",1000098001,Right,FLA_GAT,55.66962,-124.005,12.78164,6.59883,-3.47198,-11.00074,-0.99032,1.94337,-4.36684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,2025-11-18,14:49:33,"Walls, Cooper",1000359463,Right,FLA_GAT,Undefined,3,1,BallCalled,Fastball,NA,NA,94.58594,-4.221082,-2.529549,2356.696774,214.603989,01:15:00,6.54185,0.8123,4.93387,-18.90706,13.93209,8.81607,0.96533,-0.84553,85.9285,-7.708042,-0.975728,0.412446,-5.15083,8.50422,-0.57392,50,6.1151,5.60056,-136.62435,-10.82423,-9.65671,32.38496,-16.23042,2a8df1b2-13ed-4fc4-8442-8f9832c1728b,NA,NA,NA,NA,NA,804285,"Jenkins, Matthew",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b41d1730-c4b7-11f0-a0a7-8d861a32580b,15,5,FLA_GAT,1,Top,0,Four-Seam,Walk,Undefined,Undefined,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251118-CondronBallpark-Private-1,91.3875,NA,NA,8.65744,NA,NA,NA,e23113fc-8e26-4be4-93a0-33f22208c62f,2025-11-18,19:49:33,2025-11-18T19:49:33Z,2025-11-18T19:49:33Z,NA,v3,471297,471297,NA,"Stanford, Cole",1000098001,Right,FLA_GAT,55.5646,-137.93706,16.19248,6.54053,-10.16634,-8.11521,-0.80887,5.99199,-4.82836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,2025-11-18,14:49:53,"Walls, Cooper",1000359463,Right,FLA_GAT,Undefined,0,0,StrikeCalled,Slider,NA,NA,83.18245,-0.702145,0.899258,2568.356214,64.507553,08:15:00,6.61435,0.51347,4.24286,-50.08133,-6.88083,-17.41493,1.76865,-0.07688,76.22063,-9.592946,-2.142952,0.473059,8.69619,-2.72776,-0.59251,50,6.48534,-1.0761,-120.53488,-3.58919,12.70428,24.95641,-36.15902,d5f91ce3-be85-4001-9b26-c21817c63f9b,NA,NA,NA,NA,NA,804285,"Jenkins, Matthew",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bfec5080-c4b7-11f0-a0a7-8d861a32580b,16,1,FLA_GAT,1,Top,0,Slider,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251118-CondronBallpark-Private-1,79.67803,NA,NA,6.96183,NA,NA,NA,e23113fc-8e26-4be4-93a0-33f22208c62f,2025-11-18,19:49:53,2025-11-18T19:49:53Z,2025-11-18T19:49:53Z,NA,v3,471297,471297,NA,"Stanford, Cole",1000098001,Right,FLA_GAT,56.25851,-121.8238,12.4782,6.62249,-1.7217,-18.07951,-0.51999,-1.73223,6.35214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,2025-11-18,14:50:05,"Walls, Cooper",1000359463,Right,FLA_GAT,Undefined,0,1,StrikeCalled,Fastball,NA,NA,95.03683,-2.665311,-1.021797,2426.348852,221.924603,01:30:00,6.57221,0.42567,4.99586,-18.59674,13.89139,11.41186,2.50388,0.41186,85.7511,-6.127019,0.99363,0.410236,-5.9554,8.05953,-0.33709,50,6.30121,1.87305,-137.50518,-7.10842,-11.24588,34.39158,-16.95488,f8fcf780-aa87-478f-9097-8da43085daa6,NA,NA,NA,NA,NA,804285,"Jenkins, Matthew",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c6eceac0-c4b7-11f0-a0a7-8d861a32580b,16,2,FLA_GAT,1,Top,0,Four-Seam,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251118-CondronBallpark-Private-1,91.87986,NA,NA,9.28573,NA,NA,NA,e23113fc-8e26-4be4-93a0-33f22208c62f,2025-11-18,19:50:05,2025-11-18T19:50:05Z,2025-11-18T19:50:05Z,NA,v3,471297,471297,NA,"Stanford, Cole",1000098001,Right,FLA_GAT,55.50019,-138.87403,17.19579,6.57071,-6.43359,-8.47744,-0.42054,2.32066,-5.62294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,2025-11-18,14:50:19,"Walls, Cooper",1000359463,Right,FLA_GAT,Undefined,0,2,StrikeCalled,Slider,NA,NA,81.53173,-0.438108,1.424455,2574.305656,77.994044,08:30:00,6.66577,0.53614,4.32384,-48.11526,-3.04004,-21.68076,2.23726,0.09126,74.2234,-9.033151,-2.365442,0.483215,10.94005,-0.89177,-0.66646,50,6.56986,-1.93895,-118.05775,-2.85687,15.25234,25.02561,-33.41731,3e1d61fa-eb38-4e19-9598-6453b3c4aba4,NA,NA,NA,NA,NA,804285,"Jenkins, Matthew",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf6976a0-c4b7-11f0-a0a7-8d861a32580b,16,3,FLA_GAT,1,Top,0,Slider,Strikeout,Undefined,Undefined,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251118-CondronBallpark-Private-1,78.00348,NA,NA,7.30833,NA,NA,NA,e23113fc-8e26-4be4-93a0-33f22208c62f,2025-11-18,19:50:19,2025-11-18T19:50:19Z,2025-11-18T19:50:19Z,NA,v3,471297,471297,NA,"Stanford, Cole",1000098001,Right,FLA_GAT,56.17641,-119.35983,12.5128,6.67327,-1.11817,-16.70866,-0.54493,-2.73252,7.62617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,2025-11-18,14:50:36,"Walls, Cooper",1000359463,Right,FLA_GAT,Undefined,0,0,BallCalled,Curveball,NA,NA,76.2038,-0.684887,-0.385736,2468.81358,27.288736,07:00:00,6.55981,0.98234,4.19743,-67.47067,-15.17493,-8.81453,0.28104,-0.12177,69.48657,-12.601606,-1.928719,0.520481,4.16091,-6.71044,-0.9299,50,6.41275,1.11788,-110.27584,-3.93495,5.00731,23.7655,-40.2495,7843c3aa-c5b8-4834-9c69-30f06822821c,NA,NA,NA,NA,NA,804285,"Jenkins, Matthew",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d9ac1c80-c4b7-11f0-a0a7-8d861a32580b,17,1,FLA_GAT,1,Top,1,Curveball,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251118-CondronBallpark-Private-1,72.41853,NA,NA,6.71723,NA,NA,NA,e23113fc-8e26-4be4-93a0-33f22208c62f,2025-11-18,19:50:36,2025-11-18T19:50:36Z,2025-11-18T19:50:36Z,NA,v3,471297,471297,NA,"Stanford, Cole",1000098001,Right,FLA_GAT,56.30467,-111.62629,11.88275,6.57137,-1.64782,-20.12475,-0.98533,0.83335,2.50365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,2025-11-18,14:50:49,"Walls, Cooper",1000359463,Right,FLA_GAT,Undefined,1,0,BallCalled,Curveball,NA,NA,77.93686,-1.359051,0.032971,2478.269481,58.791168,08:00:00,6.55681,0.70138,4.31752,-54.86058,-6.1617,-12.60383,0.68566,-0.31742,72.31532,-11.057452,-2.174195,0.502263,6.19174,-2.30795,-0.69125,50,6.35375,0.46912,-113.05396,-4.80737,8.02025,20.44887,-35.16359,c010bc0c-62cd-4d1c-b561-2e1cb1fd5350,NA,NA,NA,NA,NA,804285,"Jenkins, Matthew",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e18674f0-c4b7-11f0-a0a7-8d861a32580b,17,2,FLA_GAT,1,Top,1,Curveball,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251118-CondronBallpark-Private-1,75.04527,NA,NA,5.62154,NA,NA,NA,e23113fc-8e26-4be4-93a0-33f22208c62f,2025-11-18,19:50:49,2025-11-18T19:50:49Z,2025-11-18T19:50:49Z,NA,v3,471297,471297,NA,"Stanford, Cole",1000098001,Right,FLA_GAT,56.18546,-114.16729,10.22444,6.56337,-2.89291,-17.5818,-0.7049,0.03246,4.01012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,2025-11-18,14:51:10,"Walls, Cooper",1000359463,Right,FLA_GAT,Undefined,2,0,StrikeCalled,Fastball,NA,NA,93.65963,-3.554921,-1.60092,2381.954915,220.369759,01:15:00,6.57293,0.62563,5.07792,-18.36269,14.80603,11.61575,1.6858900000000001,0.08404,85.18196,-6.962261,0.45337,0.414511,-6.26166,8.75032,-0.48358,50,6.22162,3.22307,-135.52173,-9.10267,-11.57008,31.40156,-16.005490000000002,1dd7824a-0a7d-4563-8ef5-c18407cf9961,NA,NA,NA,NA,NA,804285,"Jenkins, Matthew",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ede60760-c4b7-11f0-a0a7-8d861a32580b,17,3,FLA_GAT,1,Top,1,Four-Seam,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20251118-CondronBallpark-Private-1,90.93237,NA,NA,8.47766,NA,NA,NA,e23113fc-8e26-4be4-93a0-33f22208c62f,2025-11-18,19:51:10,2025-11-18T19:51:10Z,2025-11-18T19:51:10Z,NA,v3,471297,471297,NA,"Stanford, Cole",1000098001,Right,FLA_GAT,55.42026,-136.77188,15.70078,6.57133,-8.46547,-8.00275,-0.62107,3.6837,-5.78504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
